date, DAXPoints
735258,7.700530e+03
735259,7.746780e+03
735262,7.859830e+03
735263,7.841960e+03
735264,7.855680e+03
735265,7.800450e+03
735266,7.792590e+03
735269,7.822540e+03
735270,7.643540e+03
735271,7.665880e+03
735272,7.581370e+03
735273,7.607570e+03
735276,7.627720e+03
735277,7.619120e+03
735278,7.678480e+03
735279,7.697890e+03
735280,7.636260e+03
735283,7.591080e+03
735284,7.614100e+03
735285,7.747210e+03
735286,7.681610e+03
735287,7.619810e+03
735290,7.731800e+03
735291,7.682240e+03
735292,7.641840e+03
735293,7.712200e+03
735294,7.735350e+03
735297,7.654670e+03
735298,7.779620e+03
735299,7.907390e+03
735300,7.934190e+03
735301,7.970660e+03
735304,7.967460e+03
735305,7.970830e+03
735306,7.964770e+03
735307,8.013250e+03
735308,8.074030e+03
735311,7.924040e+03
735312,7.980540e+03
735313,7.995590e+03
735314,7.989590e+03
735315,7.917640e+03
735318,7.988270e+03
735319,7.889150e+03
735320,7.905960e+03
735321,7.791140e+03
735326,7.806120e+03
735327,7.926880e+03
735328,7.902860e+03
735329,7.820690e+03
735332,7.669040e+03
735333,7.704350e+03
735334,7.664160e+03
735335,7.799310e+03
735336,7.831870e+03
735339,7.740540e+03
735340,7.680780e+03
735341,7.719560e+03
735342,7.519670e+03
735343,7.490110e+03
735346,7.516060e+03
735347,7.477030e+03
735348,7.656760e+03
735349,7.766610e+03
735350,7.835590e+03
735353,7.834020e+03
735354,7.928420e+03
735356,7.905350e+03
735357,7.972280e+03
735360,8.119220e+03
735361,8.125820e+03
735362,8.176880e+03
735363,8.232500e+03
735364,8.278450e+03
735367,8.281950e+03
735368,8.304500e+03
735369,8.333610e+03
735370,8.348540e+03
735371,8.356260e+03
735374,8.434970e+03
735375,8.446780e+03
735376,8.467560e+03
735377,8.410060e+03
735378,8.390160e+03
735381,8.346600e+03
735382,8.432460e+03
735383,8.437210e+03
735384,8.314200e+03
735385,8.385380e+03
735388,8.291490e+03
735389,8.358680e+03
735390,8.229230e+03
735391,8.188820e+03
735392,8.124880e+03
735395,8.246040e+03
735396,8.256190e+03
735397,8.204910e+03
735398,8.023370e+03
735399,8.157880e+03
735402,8.170750e+03
735403,8.196440e+03
735404,8.254570e+03
735405,8.085670e+03
735406,7.946320e+03
735409,7.776880e+03
735410,7.741130e+03
735411,7.810370e+03
735412,7.945920e+03
735413,8.015530e+03
735416,8.000020e+03
735417,7.988920e+03
735418,7.841180e+03
735419,7.877910e+03
735420,8.010440e+03
735423,7.865920e+03
735424,8.021130e+03
735425,8.056510e+03
735426,8.163560e+03
735427,8.192910e+03
735430,8.237920e+03
735431,8.251510e+03
735432,8.216700e+03
735433,8.239380e+03
735434,8.299010e+03
735437,8.343280e+03
735438,8.358620e+03
735439,8.325060e+03
735440,8.349520e+03
735441,8.341780e+03
735444,8.307120e+03
735445,8.302140e+03
735446,8.235220e+03
735447,8.320380e+03
735448,8.428580e+03
735451,8.416110e+03
735452,8.387930e+03
735453,8.265330e+03
735454,8.256400e+03
735455,8.332530e+03
735458,8.341960e+03
735459,8.395820e+03
735460,8.424880e+03
735461,8.418940e+03
735462,8.348420e+03
735465,8.395020e+03
735466,8.294870e+03
735467,8.301060e+03
735468,8.289300e+03
735469,8.398280e+03
735472,8.424070e+03
735473,8.378930e+03
735474,8.202860e+03
735475,8.189020e+03
735476,8.197720e+03
735479,8.224340e+03
735480,8.259370e+03
735481,8.201560e+03
735482,8.205560e+03
735483,8.222210e+03
735486,8.275010e+03
735487,8.357690e+03
735488,8.453320e+03
735489,8.509490e+03
735490,8.461310e+03
735493,8.599650e+03
735494,8.595560e+03
735495,8.617450e+03
735496,8.735110e+03
735497,8.693320e+03
735500,8.682940e+03
735501,8.645240e+03
735502,8.655040e+03
735503,8.678820e+03
735504,8.672820e+03
735507,8.562850e+03
735508,8.618590e+03
735509,8.650710e+03
735511,8.590910e+03
735514,8.557040e+03
735515,8.591020e+03
735516,8.541080e+03
735517,8.563390e+03
735518,8.705030e+03
735521,8.688450e+03
735522,8.757130e+03
735523,8.792990e+03
735524,8.817110e+03
735525,8.849770e+03
735528,8.828470e+03
735529,8.853870e+03
735530,8.906910e+03
735531,8.968500e+03
735532,8.952780e+03
735535,9.013050e+03
735536,8.965750e+03
735537,9.030310e+03
735538,8.985480e+03
735539,9.032290e+03
735542,9.035910e+03
735543,9.036180e+03
735544,9.030470e+03
735545,9.038470e+03
735546,9.036590e+03
735549,9.081580e+03
735550,9.102990e+03
735551,9.056710e+03
735552,9.137480e+03
735553,9.157600e+03
735556,9.154230e+03
735557,9.197470e+03
735558,9.175640e+03
735559,9.127890e+03
735560,9.210690e+03
735563,9.258220e+03
735564,9.297650e+03
735565,9.308960e+03
735566,9.359500e+03
735567,9.378550e+03
735570,9.412950e+03
735571,9.398190e+03
735572,9.246890e+03
735573,9.110530e+03
735574,9.126150e+03
735577,9.218810e+03
735578,9.180290e+03
735579,9.093260e+03
735580,9.032670e+03
735581,9.016780e+03
735584,9.004620e+03
735585,9.142750e+03
